Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Supply_Demand_Ratio,Is_Peak_Hour,Demand_Urgency,Customer_Segment,Cancellation_Risk_Index
95,73,Urban,regular,20,3.59,Evening,Premium,138,666.8242060496077,0.7684210526315789,0,0,1,Moderate Risk
71,33,Suburban,regular,4,4.88,Evening,Premium,109,436.0192372930386,0.4647887323943662,0,0,0,Moderate Risk
20,7,Suburban,gold,71,3.83,Morning,Premium,51,248.22030676592635,0.35,1,1,2,Moderate Risk
23,7,Urban,gold,96,3.97,Afternoon,Premium,165,493.2338839519256,0.3043478260869565,1,1,2,Moderate Risk
80,69,Suburban,silver,94,4.44,Night,Economy,74,291.5110820764234,0.8625,0,0,2,Moderate Risk
58,10,Urban,gold,51,4.27,Night,Premium,138,459.0606514814432,0.1724137931034483,0,0,2,Moderate Risk
71,25,Urban,gold,72,4.46,Evening,Economy,169,603.9358824371426,0.352112676056338,0,0,2,Moderate Risk
69,26,Rural,gold,48,4.28,Evening,Premium,175,502.6040622268877,0.3768115942028985,0,0,2,Moderate Risk
89,54,Suburban,gold,48,4.38,Afternoon,Economy,24,74.78832688768996,0.6067415730337079,1,1,2,Moderate Risk
84,62,Urban,silver,52,4.61,Afternoon,Economy,29,126.23081147979764,0.7380952380952381,1,1,2,Low Risk
98,61,Urban,silver,91,4.28,Night,Economy,95,319.94237960548924,0.6224489795918368,0,0,2,Moderate Risk
95,25,Urban,gold,26,3.62,Morning,Economy,81,207.61291922267668,0.2631578947368421,1,1,2,Moderate Risk
79,29,Rural,silver,29,4.22,Night,Economy,99,304.74417790488224,0.3670886075949367,0,0,1,Moderate Risk
82,10,Urban,silver,97,4.43,Night,Economy,177,481.7658793191911,0.1219512195121951,0,0,2,Moderate Risk
87,5,Rural,gold,6,3.76,Evening,Economy,28,83.3353748167845,0.057471264367816,0,0,2,High Risk
83,35,Rural,gold,3,4.32,Night,Premium,116,513.6451022177532,0.4216867469879518,0,0,2,Moderate Risk
47,9,Rural,regular,5,4.81,Night,Premium,178,561.374877548703,0.1914893617021276,0,0,0,Moderate Risk
34,7,Urban,silver,54,4.71,Night,Premium,149,516.51117285383,0.2058823529411764,0,0,2,Low Risk
26,13,Rural,regular,14,4.19,Morning,Economy,174,666.4286805847338,0.5,1,1,0,Moderate Risk
88,7,Rural,gold,11,3.64,Night,Premium,130,573.2085393656391,0.0795454545454545,0,0,2,Moderate Risk
57,26,Rural,regular,92,3.8,Evening,Premium,67,283.7979251507492,0.4561403508771929,0,0,2,Moderate Risk
45,17,Rural,silver,67,4.7,Afternoon,Economy,15,66.78323718712389,0.3777777777777777,1,1,2,Low Risk
82,26,Urban,gold,35,4.71,Morning,Economy,114,289.2390324634591,0.3170731707317073,1,1,2,Low Risk
54,39,Rural,gold,88,4.59,Evening,Economy,42,147.42638660593482,0.7222222222222222,0,0,2,Low Risk
95,24,Suburban,gold,79,3.5,Afternoon,Economy,130,552.2304431046015,0.2526315789473684,1,1,2,Moderate Risk
63,31,Suburban,silver,2,3.81,Evening,Premium,160,632.5601419476765,0.492063492063492,0,0,1,High Risk
43,18,Urban,gold,58,4.22,Evening,Economy,156,494.7452574847764,0.4186046511627907,0,0,2,Moderate Risk
33,14,Suburban,regular,87,4.81,Evening,Premium,17,118.98653335805044,0.4242424242424242,0,0,2,Low Risk
33,23,Urban,gold,24,4.21,Morning,Premium,11,91.38952597435124,0.696969696969697,1,1,2,Moderate Risk
84,29,Urban,regular,92,4.55,Morning,Premium,94,424.1559867017463,0.3452380952380952,1,1,2,Low Risk
44,6,Suburban,gold,80,4.13,Night,Premium,40,157.36483032789283,0.1363636363636363,0,0,2,Moderate Risk
53,27,Suburban,regular,78,3.63,Night,Premium,58,279.09504825213924,0.5094339622641509,0,0,2,Moderate Risk
78,63,Rural,gold,14,4.21,Afternoon,Economy,147,655.065105532243,0.8076923076923077,1,1,2,Moderate Risk
